what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui.TeamSynchronizingPerspective",1413541811781
activated,view,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.sync.views.SynchronizeView",1413541811781
activated,perspective,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.GitRepositoryExploring",1413541854656
activated,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesView",1413541861875
activated,view,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.sync.views.SynchronizeView",1413541883031
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.team.ui"".",1413541905062
opened,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.StagingView",1413541912109
activated,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.StagingView",1413541912125
activated,view,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.sync.views.SynchronizeView",1413541915890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413541920562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413541929734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1413541929750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1413541929750
activated,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesView",1413541935218
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1413541945250
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1413541945343
error,log,,,"Unhandled event loop exception",1413541950171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413541951734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413541960921
opened,editor,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.commitEditor",1413541964359
activated,editor,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.commitEditor",1413541964406
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.OpenCommit",1413541964406
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1413542046656
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413542048343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413542053031
executed,command,org.eclipse.mylyn.tasks.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.tasks.ui.command.openTask",1413542053062
